,post_uuid,user_uuid,influence_power,user_follower_count,user_following_count,user_rff_score,user_influencer_tier,post_retweet_count,post_quote_count,post_like_count,post_reply_count,post_impression_count,post_engagement_count,mentions,hashtags,url_count,string_token_count,pii_token_count,risk_score,pii_detected,pii_disclosed,post_uuids_replied_to,post_uuids_quoted,in_reply_to_user_uuid,is_comment,is_text_starter,time_elapsed,collection_name,timestamp,cluster_name,urls
51,675f38f8-9f70-4685-b1ac-e892e14ce6a1,7a17b184-89b1-4058-9e62-71c9089eac3b,1.0,11,89,0.12359550561797752,NON_INFLUENCER,0,0,0,0,8,0,[],[],1,9,2,1.75,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:28,Ferrari_2023-06-11_graph-384,[]
52,94920691-6aa5-4b69-9b17-3de4726ba593,6514aed5-5d82-48f0-9de7-a1e1b174961f,1.0,43,113,0.3805309734513274,NON_INFLUENCER,0,0,1,0,46,1,[],[],2,19,4,2.5,True,"['DATE_TIME', 'PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:27,Ferrari_2023-06-11_graph-385,[]
53,4be7dc8f-ef78-4487-918a-904ac49d4a88,066e7e22-c5b2-4773-a1ed-76ae826d7a01,1.0,4794,125,38.352,NANO_INFLUENCER,0,0,1,0,95,1,[],[],1,37,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:19,Ferrari_2023-06-11_graph-386,[]
54,2276c6de-a5cb-4c07-8ef3-ca2dea9f3579,f1d9d665-fa08-4ab3-8e7d-dbf56e8c208a,1.0,768,262,2.931297709923664,NON_INFLUENCER,0,0,1,0,47,1,[],[],0,45,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:05,Ferrari_2023-06-11_graph-387,[]
55,363592ed-2e72-4a52-89f2-ed98aec931bb,1f33d1bc-da89-433f-9b72-f1095e39cd1d,1.0,1,20,0.05,NON_INFLUENCER,0,0,0,0,4,0,[],[],0,6,2,2.5,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:00,Ferrari_2023-06-11_graph-388,[]
56,579c1bbd-24f1-404f-a4ff-83e3f81cc87d,a4b6a836-305a-48d1-93a4-0b4ab467fdae,1.0,117,132,0.8863636363636364,NON_INFLUENCER,0,0,3,0,33,3,[],[],0,37,2,3.0,True,['PERSON'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:52,Ferrari_2023-06-11_graph-389,[]
57,6874a8ce-4918-44c8-9ae0-55cd513730cc,91c17104-106c-4f8b-9ad0-15cd021c2c09,1.0,349,232,1.5043103448275863,NON_INFLUENCER,1,0,5,0,53,6,[],[],0,29,5,2.166666666666667,True,"['DATE_TIME', 'PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:48,Ferrari_2023-06-11_graph-390,[]
58,5d3157f9-edee-492c-bcf7-16781c67812c,2c792e99-f66c-4294-b736-a7de66112b63,1.0,7,33,0.21212121212121213,NON_INFLUENCER,0,0,0,0,13,0,[],[],1,28,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:45,Ferrari_2023-06-11_graph-391,[]
59,36ee70b3-9f80-4491-bcc9-b379fcf3e1d2,af79277c-cb80-4b14-b434-e7e36d71784c,1.0,144,277,0.51985559566787,NON_INFLUENCER,0,0,0,0,10,0,[],[],0,5,1,1.25,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:41,Ferrari_2023-06-11_graph-392,[]
60,baaff8aa-f85f-406d-a5c0-ba7222d4f051,ea52b435-e4e7-4546-bbfb-f6e41798c7fa,1.0,214546,484,443.27685950413223,MACRO_INFLUENCER,0,0,0,0,497,0,[],[],1,31,3,2.0,True,"['DATE_TIME', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:38,Ferrari_2023-06-11_graph-393,[]
61,354f994e-b85b-4e8c-8107-ae749cee46c2,32d5886c-84bf-4ca9-85f0-acef05c4670d,1.0,116,468,0.24786324786324787,NON_INFLUENCER,0,0,0,0,12,0,[],[],0,15,1,2.0,True,['PERSON'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:30,Ferrari_2023-06-11_graph-394,[]
62,1828e67b-7367-4ebd-b1d9-15d7741ce716,fe3f5d95-e8fd-4ebf-b685-7e170771f6dd,1.0,211,337,0.6261127596439169,NON_INFLUENCER,0,0,0,0,14,0,[],[],1,10,2,1.5,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:29,Ferrari_2023-06-11_graph-395,[]
63,e2ebea5e-ecfa-46d1-bf81-0f0051c4b18e,09c83114-7dd9-4bd4-be37-d2e1c090c1f8,1.0,4405,193,22.82383419689119,NANO_INFLUENCER,0,0,2,0,38,2,[],[],0,43,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:30:14,Ferrari_2023-06-11_graph-396,[]
